full_name,age_range,current_status,work_style,career_inclination,highest_qualification,field_of_study,performance,key_subjects,technical_skills,skill_levels,tools,logical_thinking,mathematical_ability,communication,creativity,problem_solving,work_preference,learning_style,top_career_1,top_career_2,top_career_3,top_career_1_score,top_career_2_score,top_career_3_score,top_career_1_salary,top_career_2_salary,top_career_3_salary
user_1229,18-22,Graduate,Technical,Arts / Design,Bachelor,Biology,High,"['Physics', 'Arts']","['Graphic Design', 'Writing']","{'Graphic Design': 'Beginner', 'Writing': 'Beginner'}",['Canva'],10,6,6,9,9,Individual Work,Mixed,UI/UX Designer,Content Creator,Graphic Designer,0.88,0.79,0.57,134208,74990,68714
user_9130,18-22,Graduate,Social,Healthcare,Master,Biology,Low,"['Arts', 'Computer Science']","['Writing', 'Data Analysis']","{'Writing': 'Beginner', 'Data Analysis': 'Advanced'}",['Excel'],8,9,5,10,9,Individual Work,Theoretical,Doctor,Nurse,Pharmacist,0.73,0.84,0.71,105404,54126,102944
user_1084,26-30,Graduate,Social,Science / Research,Intermediate,Arts,Average,"['Biology', 'Math']","['Data Analysis', 'Programming']","{'Data Analysis': 'Beginner', 'Programming': 'Intermediate'}","['Python', 'Excel']",5,7,10,5,10,Individual Work,Mixed,Data Researcher,Lab Analyst,Research Scientist,0.71,0.79,0.79,138682,98351,95620
user_4190,22-26,Graduate,Analytical,Healthcare,Bachelor,Arts,Low,"['Arts', 'Physics']","['Writing', 'Data Analysis']","{'Writing': 'Beginner', 'Data Analysis': 'Intermediate'}",['Excel'],6,10,9,5,10,Individual Work,Theoretical,Pharmacist,Doctor,Nurse,0.74,0.74,0.55,104138,87547,50430
user_2033,18-22,Working,Analytical,Science / Research,Bachelor,Computer Science,Low,"['Arts', 'Physics']","['Data Analysis', 'Programming']","{'Data Analysis': 'Advanced', 'Programming': 'Beginner'}","['Python', 'Excel']",9,9,4,5,7,Team Work,Theoretical,Research Scientist,Lab Analyst,Data Researcher,0.75,0.67,0.77,116971,82465,47659
user_8792,26-30,Student,Social,Healthcare,Intermediate,Computer Science,Average,"['Biology', 'Arts']","['Writing', 'Data Analysis']","{'Writing': 'Intermediate', 'Data Analysis': 'Beginner'}",['Excel'],9,9,4,8,5,Individual Work,Mixed,Biomedical Scientist,Nurse,Doctor,0.84,0.62,0.52,66424,115843,114407
user_2089,18-22,Working,Social,Science / Research,Master,Arts,High,"['Arts', 'Business']","['Data Analysis', 'Programming']","{'Data Analysis': 'Intermediate', 'Programming': 'Beginner'}","['Python', 'Excel']",8,5,9,5,8,Individual Work,Theoretical,Research Scientist,Lab Analyst,Data Researcher,0.94,0.81,0.63,66052,106922,57408
user_9413,26-30,Graduate,Analytical,Healthcare,Master,Business,Average,"['Business', 'Computer Science']","['Writing', 'Data Analysis']","{'Writing': 'Intermediate', 'Data Analysis': 'Advanced'}",['Excel'],8,4,6,10,8,Individual Work,Mixed,Doctor,Nurse,Pharmacist,0.83,0.84,0.78,92089,68873,87364
user_2124,26-30,Working,Analytical,Science / Research,Intermediate,Biology,Low,"['Biology', 'Physics']","['Data Analysis', 'Programming']","{'Data Analysis': 'Advanced', 'Programming': 'Advanced'}","['Python', 'Excel']",8,4,7,6,5,Team Work,Mixed,Lab Analyst,Data Researcher,Research Scientist,0.74,0.84,0.73,101588,51620,114834
user_7124,26-30,Student,Creative,Science / Research,Bachelor,Business,Average,"['Physics', 'Math']","['Data Analysis', 'Programming']","{'Data Analysis': 'Advanced', 'Programming': 'Beginner'}","['Python', 'Excel']",9,4,7,6,10,Team Work,Mixed,Lab Analyst,Research Scientist,Data Researcher,0.71,0.71,0.75,80059,52642,57172
user_9417,26-30,Student,Creative,IT / Tech,Intermediate,Business,Low,"['Computer Science', 'Math']","['Programming', 'Data Analysis']","{'Programming': 'Advanced', 'Data Analysis': 'Beginner'}","['Python', 'React']",9,7,4,8,10,Individual Work,Practical,Cyber Security Analyst,AI Engineer,Software Engineer,0.93,0.68,0.55,92837,56344,83393
user_2238,22-26,Student,Creative,Science / Research,Bachelor,Biology,Low,"['Biology', 'Business']","['Data Analysis', 'Programming']","{'Data Analysis': 'Beginner', 'Programming': 'Advanced'}","['Python', 'Excel']",6,8,9,4,10,Individual Work,Mixed,Research Scientist,Data Researcher,Lab Analyst,0.91,0.8,0.72,94962,75963,74264
user_9036,26-30,Graduate,Social,Arts / Design,Bachelor,Biology,Low,"['Business', 'Math']","['Graphic Design', 'Writing']","{'Graphic Design': 'Beginner', 'Writing': 'Beginner'}",['Canva'],10,10,6,5,7,Individual Work,Theoretical,UI/UX Designer,Content Creator,Graphic Designer,0.72,0.81,0.73,125475,106772,45591
user_7830,18-22,Student,Creative,Science / Research,Bachelor,Computer Science,Low,"['Math', 'Physics']","['Data Analysis', 'Programming']","{'Data Analysis': 'Beginner', 'Programming': 'Advanced'}","['Python', 'Excel']",8,6,6,6,7,Individual Work,Theoretical,Lab Analyst,Research Scientist,Data Researcher,0.89,0.76,0.64,129221,56220,61329
user_5874,26-30,Graduate,Creative,Science / Research,Bachelor,Arts,High,"['Biology', 'Computer Science']","['Data Analysis', 'Programming']","{'Data Analysis': 'Advanced', 'Programming': 'Beginner'}","['Python', 'Excel']",10,10,10,7,7,Team Work,Mixed,Data Researcher,Lab Analyst,Research Scientist,0.94,0.75,0.6,72324,68719,116274
user_3175,18-22,Graduate,Social,Healthcare,Intermediate,Computer Science,Average,"['Arts', 'Physics']","['Writing', 'Data Analysis']","{'Writing': 'Advanced', 'Data Analysis': 'Intermediate'}",['Excel'],10,8,6,7,7,Individual Work,Mixed,Nurse,Pharmacist,Biomedical Scientist,0.84,0.84,0.73,93976,57312,89708
user_3787,18-22,Graduate,Analytical,Arts / Design,Intermediate,Business,High,"['Math', 'Business']","['Graphic Design', 'Writing']","{'Graphic Design': 'Beginner', 'Writing': 'Intermediate'}",['Canva'],5,6,10,8,5,Team Work,Mixed,Content Creator,UI/UX Designer,Graphic Designer,0.71,0.8,0.57,128949,56720,81162
user_8378,22-26,Graduate,Creative,Business,Intermediate,Computer Science,High,"['Physics', 'Math']","['Marketing', 'Writing', 'Networking']","{'Marketing': 'Advanced', 'Writing': 'Beginner', 'Networking': 'Intermediate'}",['Excel'],8,8,10,6,10,Individual Work,Theoretical,HR Manager,Business Analyst,Marketing Manager,0.87,0.7,0.62,100398,66039,62134
user_3669,26-30,Graduate,Analytical,Healthcare,Bachelor,Arts,Low,"['Business', 'Computer Science']","['Writing', 'Data Analysis']","{'Writing': 'Intermediate', 'Data Analysis': 'Beginner'}",['Excel'],5,6,5,7,9,Individual Work,Theoretical,Nurse,Doctor,Biomedical Scientist,0.89,0.78,0.57,119204,93273,68070
user_6353,18-22,Graduate,Social,IT / Tech,Bachelor,Computer Science,Average,"['Math', 'Business']","['Programming', 'Data Analysis']","{'Programming': 'Advanced', 'Data Analysis': 'Intermediate'}","['Python', 'React']",7,10,5,8,8,Team Work,Mixed,Software Engineer,AI Engineer,Cyber Security Analyst,0.71,0.75,0.71,94978,111562,78639
user_9852,26-30,Graduate,Creative,Business,Master,Computer Science,Low,"['Business', 'Biology']","['Marketing', 'Writing', 'Networking']","{'Marketing': 'Advanced', 'Writing': 'Advanced', 'Networking': 'Advanced'}",['Excel'],9,8,10,8,9,Individual Work,Mixed,HR Manager,Business Analyst,Marketing Manager,0.86,0.8,0.59,82908,85405,58686
user_4202,18-22,Student,Creative,Science / Research,Master,Computer Science,High,"['Computer Science', 'Physics']","['Data Analysis', 'Programming']","{'Data Analysis': 'Intermediate', 'Programming': 'Beginner'}","['Python', 'Excel']",5,10,8,8,6,Individual Work,Theoretical,Lab Analyst,Research Scientist,Data Researcher,0.87,0.77,0.57,110883,107362,48382
user_5110,18-22,Graduate,Technical,Business,Master,Biology,High,"['Physics', 'Biology']","['Marketing', 'Writing', 'Networking']","{'Marketing': 'Advanced', 'Writing': 'Advanced', 'Networking': 'Advanced'}",['Excel'],7,8,9,4,7,Team Work,Mixed,HR Manager,Marketing Manager,Business Analyst,0.79,0.7,0.71,149648,116188,118125
user_6470,18-22,Graduate,Social,Healthcare,Bachelor,Biology,Low,"['Business', 'Biology']","['Writing', 'Data Analysis']","{'Writing': 'Intermediate', 'Data Analysis': 'Advanced'}",['Excel'],6,9,9,6,7,Individual Work,Theoretical,Biomedical Scientist,Doctor,Nurse,0.75,0.61,0.61,63587,61121,119811
user_5884,18-22,Student,Creative,Science / Research,Intermediate,Biology,Low,"['Biology', 'Math']","['Data Analysis', 'Programming']","{'Data Analysis': 'Beginner', 'Programming': 'Intermediate'}","['Python', 'Excel']",10,6,7,4,10,Individual Work,Theoretical,Research Scientist,Data Researcher,Lab Analyst,0.86,0.7,0.77,77042,61887,57276
user_7363,26-30,Student,Social,Healthcare,Intermediate,Business,Low,"['Biology', 'Math']","['Writing', 'Data Analysis']","{'Writing': 'Advanced', 'Data Analysis': 'Beginner'}",['Excel'],5,7,5,10,5,Individual Work,Mixed,Doctor,Biomedical Scientist,Nurse,0.93,0.69,0.75,136894,128014,98136
user_2424,22-26,Graduate,Social,Healthcare,Intermediate,Biology,High,"['Physics', 'Math']","['Writing', 'Data Analysis']","{'Writing': 'Advanced', 'Data Analysis': 'Beginner'}",['Excel'],8,4,6,10,9,Team Work,Practical,Doctor,Nurse,Pharmacist,0.92,0.79,0.51,81440,83540,62397
user_1834,22-26,Working,Social,Arts / Design,Bachelor,Business,Average,"['Business', 'Biology']","['Graphic Design', 'Writing']","{'Graphic Design': 'Advanced', 'Writing': 'Advanced'}",['Canva'],6,5,7,9,8,Team Work,Mixed,Graphic Designer,Content Creator,UI/UX Designer,0.91,0.68,0.77,123264,91579,53452
user_8980,18-22,Graduate,Technical,Science / Research,Master,Computer Science,Low,"['Math', 'Physics']","['Data Analysis', 'Programming']","{'Data Analysis': 'Beginner', 'Programming': 'Intermediate'}","['Python', 'Excel']",10,4,9,6,5,Team Work,Theoretical,Research Scientist,Data Researcher,Lab Analyst,0.82,0.62,0.69,70898,79713,84578
user_1557,22-26,Graduate,Technical,Science / Research,Bachelor,Computer Science,Low,"['Biology', 'Physics']","['Data Analysis', 'Programming']","{'Data Analysis': 'Intermediate', 'Programming': 'Beginner'}","['Python', 'Excel']",9,7,9,4,7,Individual Work,Mixed,Lab Analyst,Data Researcher,Research Scientist,0.82,0.71,0.76,111866,98766,78037
user_9535,22-26,Graduate,Technical,Healthcare,Bachelor,Business,High,"['Biology', 'Computer Science']","['Writing', 'Data Analysis']","{'Writing': 'Advanced', 'Data Analysis': 'Beginner'}",['Excel'],7,9,7,6,8,Individual Work,Mixed,Doctor,Nurse,Pharmacist,0.89,0.68,0.62,105638,118274,97153
user_1054,22-26,Student,Analytical,Science / Research,Intermediate,Business,Low,"['Physics', 'Business']","['Data Analysis', 'Programming']","{'Data Analysis': 'Beginner', 'Programming': 'Intermediate'}","['Python', 'Excel']",8,5,8,8,8,Team Work,Practical,Data Researcher,Research Scientist,Lab Analyst,0.86,0.82,0.62,141200,126125,102201
user_2492,18-22,Graduate,Technical,IT / Tech,Master,Business,Average,"['Business', 'Arts']","['Programming', 'Data Analysis']","{'Programming': 'Advanced', 'Data Analysis': 'Advanced'}","['Python', 'React']",8,4,10,5,9,Individual Work,Theoretical,Data Scientist,Cyber Security Analyst,Software Engineer,0.81,0.76,0.73,124703,104613,55359
user_6423,18-22,Working,Analytical,Healthcare,Master,Computer Science,Low,"['Physics', 'Computer Science']","['Writing', 'Data Analysis']","{'Writing': 'Advanced', 'Data Analysis': 'Beginner'}",['Excel'],8,10,4,7,8,Team Work,Theoretical,Doctor,Pharmacist,Nurse,0.71,0.71,0.61,64227,58195,116951
user_1576,22-26,Working,Creative,Healthcare,Bachelor,Arts,Average,"['Computer Science', 'Math']","['Writing', 'Data Analysis']","{'Writing': 'Beginner', 'Data Analysis': 'Advanced'}",['Excel'],5,8,9,9,7,Individual Work,Mixed,Biomedical Scientist,Doctor,Nurse,0.93,0.77,0.78,111981,55197,81405
user_4861,22-26,Graduate,Analytical,Arts / Design,Bachelor,Business,Average,"['Business', 'Biology']","['Graphic Design', 'Writing']","{'Graphic Design': 'Intermediate', 'Writing': 'Advanced'}",['Canva'],8,10,7,7,5,Individual Work,Theoretical,UI/UX Designer,Graphic Designer,Content Creator,0.77,0.82,0.53,62768,129202,74225
user_2234,26-30,Working,Analytical,Healthcare,Master,Biology,High,"['Physics', 'Computer Science']","['Writing', 'Data Analysis']","{'Writing': 'Intermediate', 'Data Analysis': 'Intermediate'}",['Excel'],9,5,7,9,5,Team Work,Theoretical,Doctor,Nurse,Pharmacist,0.91,0.71,0.52,99718,113698,43127
user_7843,26-30,Working,Technical,Healthcare,Master,Computer Science,Low,"['Physics', 'Arts']","['Writing', 'Data Analysis']","{'Writing': 'Beginner', 'Data Analysis': 'Beginner'}",['Excel'],9,5,8,5,10,Team Work,Practical,Biomedical Scientist,Nurse,Doctor,0.77,0.85,0.65,101427,61303,118845
user_1487,18-22,Graduate,Technical,IT / Tech,Intermediate,Business,Low,"['Biology', 'Math']","['Programming', 'Data Analysis']","{'Programming': 'Beginner', 'Data Analysis': 'Intermediate'}","['Python', 'React']",5,9,4,7,9,Team Work,Theoretical,Cyber Security Analyst,Data Scientist,Software Engineer,0.73,0.76,0.77,147751,117600,115804
user_6597,26-30,Graduate,Analytical,Business,Bachelor,Arts,Low,"['Business', 'Arts']","['Marketing', 'Writing', 'Networking']","{'Marketing': 'Advanced', 'Writing': 'Advanced', 'Networking': 'Intermediate'}",['Excel'],9,9,4,4,5,Team Work,Theoretical,HR Manager,Business Analyst,Marketing Manager,0.86,0.65,0.55,121440,106190,107200
user_1737,18-22,Working,Analytical,Business,Bachelor,Computer Science,High,"['Business', 'Physics']","['Marketing', 'Writing', 'Networking']","{'Marketing': 'Advanced', 'Writing': 'Advanced', 'Networking': 'Advanced'}",['Excel'],10,10,7,7,7,Individual Work,Theoretical,Business Analyst,Marketing Manager,HR Manager,0.88,0.6,0.77,94489,90522,50302
user_3082,26-30,Graduate,Social,Business,Intermediate,Business,Average,"['Business', 'Physics']","['Marketing', 'Writing', 'Networking']","{'Marketing': 'Intermediate', 'Writing': 'Beginner', 'Networking': 'Intermediate'}",['Excel'],7,5,9,8,6,Individual Work,Practical,Marketing Manager,HR Manager,Business Analyst,0.9,0.61,0.5,144641,61965,68043
user_2534,22-26,Student,Analytical,Arts / Design,Intermediate,Arts,Average,"['Physics', 'Math']","['Graphic Design', 'Writing']","{'Graphic Design': 'Beginner', 'Writing': 'Beginner'}",['Canva'],7,5,8,5,8,Individual Work,Theoretical,Graphic Designer,UI/UX Designer,Content Creator,0.82,0.83,0.61,74773,83972,78386
user_5916,22-26,Working,Creative,Business,Master,Computer Science,Low,"['Business', 'Math']","['Marketing', 'Writing', 'Networking']","{'Marketing': 'Intermediate', 'Writing': 'Beginner', 'Networking': 'Intermediate'}",['Excel'],5,8,5,6,6,Team Work,Practical,Business Analyst,Marketing Manager,HR Manager,0.9,0.71,0.62,106316,126003,71685
user_2003,26-30,Working,Creative,IT / Tech,Bachelor,Arts,Low,"['Math', 'Biology']","['Programming', 'Data Analysis']","{'Programming': 'Advanced', 'Data Analysis': 'Intermediate'}","['Python', 'React']",10,10,6,6,9,Individual Work,Theoretical,Cyber Security Analyst,Data Scientist,AI Engineer,0.85,0.83,0.71,133306,76329,52880
user_6183,22-26,Working,Creative,Science / Research,Bachelor,Arts,Low,"['Physics', 'Math']","['Data Analysis', 'Programming']","{'Data Analysis': 'Intermediate', 'Programming': 'Beginner'}","['Python', 'Excel']",6,10,4,10,10,Individual Work,Theoretical,Lab Analyst,Research Scientist,Data Researcher,0.93,0.61,0.68,75907,129868,95190
user_9321,26-30,Student,Technical,Healthcare,Bachelor,Biology,High,"['Physics', 'Business']","['Writing', 'Data Analysis']","{'Writing': 'Advanced', 'Data Analysis': 'Beginner'}",['Excel'],6,10,5,8,7,Team Work,Practical,Biomedical Scientist,Doctor,Pharmacist,0.91,0.85,0.68,90105,86933,50790
user_3370,22-26,Working,Analytical,Arts / Design,Master,Computer Science,Low,"['Business', 'Physics']","['Graphic Design', 'Writing']","{'Graphic Design': 'Intermediate', 'Writing': 'Beginner'}",['Canva'],10,5,5,6,6,Individual Work,Mixed,UI/UX Designer,Graphic Designer,Content Creator,0.77,0.81,0.68,114944,98291,117942
user_2837,18-22,Student,Social,Business,Intermediate,Business,Average,"['Business', 'Physics']","['Marketing', 'Writing', 'Networking']","{'Marketing': 'Advanced', 'Writing': 'Advanced', 'Networking': 'Intermediate'}",['Excel'],6,10,6,6,10,Team Work,Mixed,Business Analyst,HR Manager,Marketing Manager,0.75,0.79,0.68,147104,68834,56063
user_2344,22-26,Graduate,Technical,Healthcare,Master,Arts,High,"['Biology', 'Business']","['Writing', 'Data Analysis']","{'Writing': 'Intermediate', 'Data Analysis': 'Beginner'}",['Excel'],7,6,5,7,6,Team Work,Mixed,Doctor,Pharmacist,Nurse,0.93,0.81,0.61,81742,75713,103496
user_3000,26-30,Student,Social,IT / Tech,Intermediate,Business,Low,"['Arts', 'Computer Science']","['Programming', 'Data Analysis']","{'Programming': 'Beginner', 'Data Analysis': 'Beginner'}","['Python', 'React']",5,5,6,8,9,Team Work,Mixed,Data Scientist,AI Engineer,Software Engineer,0.87,0.72,0.7,97776,126199,93850
user_6598,22-26,Student,Technical,Science / Research,Bachelor,Business,High,"['Computer Science', 'Physics']","['Data Analysis', 'Programming']","{'Data Analysis': 'Intermediate', 'Programming': 'Advanced'}","['Python', 'Excel']",6,7,4,9,7,Team Work,Mixed,Data Researcher,Research Scientist,Lab Analyst,0.91,0.83,0.6,112824,93186,55467
user_1428,22-26,Graduate,Technical,Science / Research,Master,Arts,Average,"['Arts', 'Computer Science']","['Data Analysis', 'Programming']","{'Data Analysis': 'Beginner', 'Programming': 'Intermediate'}","['Python', 'Excel']",10,10,6,7,10,Team Work,Theoretical,Research Scientist,Data Researcher,Lab Analyst,0.88,0.71,0.72,86513,54392,92105
user_9579,18-22,Working,Analytical,Arts / Design,Master,Computer Science,High,"['Arts', 'Physics']","['Graphic Design', 'Writing']","{'Graphic Design': 'Advanced', 'Writing': 'Beginner'}",['Canva'],6,7,9,4,5,Team Work,Mixed,UI/UX Designer,Graphic Designer,Content Creator,0.88,0.73,0.51,61522,75281,75835
user_1929,26-30,Student,Analytical,Arts / Design,Master,Biology,High,"['Arts', 'Business']","['Graphic Design', 'Writing']","{'Graphic Design': 'Advanced', 'Writing': 'Beginner'}",['Canva'],5,10,10,4,9,Team Work,Practical,Graphic Designer,UI/UX Designer,Content Creator,0.93,0.79,0.69,64947,119879,107807
user_9795,22-26,Student,Technical,Business,Master,Computer Science,Average,"['Business', 'Computer Science']","['Marketing', 'Writing', 'Networking']","{'Marketing': 'Beginner', 'Writing': 'Intermediate', 'Networking': 'Beginner'}",['Excel'],6,8,8,4,10,Team Work,Theoretical,Marketing Manager,HR Manager,Business Analyst,0.75,0.61,0.75,112458,69713,41961
user_8144,22-26,Student,Analytical,IT / Tech,Bachelor,Computer Science,High,"['Business', 'Biology']","['Programming', 'Data Analysis']","{'Programming': 'Advanced', 'Data Analysis': 'Beginner'}","['Python', 'React']",7,10,10,10,9,Individual Work,Theoretical,Data Scientist,AI Engineer,Cyber Security Analyst,0.78,0.76,0.64,137986,129577,105709
user_5025,26-30,Working,Technical,Arts / Design,Bachelor,Business,High,"['Math', 'Arts']","['Graphic Design', 'Writing']","{'Graphic Design': 'Advanced', 'Writing': 'Advanced'}",['Canva'],8,4,5,5,8,Individual Work,Mixed,Graphic Designer,UI/UX Designer,Content Creator,0.83,0.72,0.53,89923,80676,76537
